genome,bad_class_bp,bad_class_n,bad_family_bp,bad_family_n,bad_genus_bp,bad_genus_n,bad_order_bp,bad_order_n,bad_phylum_bp,bad_phylum_n,bad_superkingdom_bp,bad_superkingdom_n,comment,f_ident,f_major,filter_at,good_class_bp,good_class_n,good_family_bp,good_family_n,good_genus_bp,good_genus_n,good_order_bp,good_order_n,good_phylum_bp,good_phylum_n,good_superkingdom_bp,good_superkingdom_n,ignored_contigs_bp,ignored_contigs_n,lineage,noident_contigs_bp,noident_contigs_n,total_bad_bp,total_contigs_bp,total_contigs_n
TARA_ANW_MAG_00054.fa,3590,1,3590,1,3590,1,3590,1,3590,1,0,0,,0.9933269780743565,0.7366573033707865,genus,1150581,101,1150581,101,1150581,101,1150581,101,1150581,101,1154171,102,5500,2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1,130822,25,3590,1415007,157
TARA_PSW_MAG_00107.fa,3519,1,3519,1,3519,1,3519,1,3519,1,0,0,,0.998652896273013,0.9933095450490633,genus,3719205,694,3719205,694,3719205,694,3719205,694,3719205,694,3722724,695,94906,27,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__GCA-2699585,23224,5,3519,4545094,926
TARA_PSW_MAG_00072.fa,0,0,3429,1,3429,1,0,0,0,0,0,0,,0.9986955387424994,0.9396911007599902,genus,3321018,590,3317589,589,3317589,589,3321018,590,3321018,590,3321018,590,76072,24,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2723275,46570,12,3429,4095537,814
TARA_IOS_MAG_00052.fa,3363,1,3363,1,3363,1,3363,1,3363,1,3363,1,,0.9935956084172004,0.6292458261370178,genus,1392197,143,1392197,143,1392197,143,1392197,143,1392197,143,1392197,143,14307,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2701885;f__GCA-2701885;g__GCA-2701885,199812,44,3363,1763461,229
TARA_RED_MAG_00037.fa,0,0,3305,1,3305,1,3305,1,0,0,0,0,,0.9973856209150327,0.7445255474452555,genus,1586351,153,1583046,152,1583046,152,1583046,152,1586351,153,1586351,153,9983,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__GCA-2725445,279722,61,3305,2018209,245
TARA_PSW_MAG_00041.fa,3279,1,3279,1,3279,1,3279,1,3279,1,3279,1,,0.9820441988950276,0.4430844553243574,genus,1496235,44,1496235,44,1496235,44,1496235,44,1496235,44,1496235,44,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002728855,47299,8,3279,1570910,58
TARA_PSW_MAG_00135.fa,3197,1,3197,1,3197,1,3197,1,3197,1,3197,1,,1.0,0.001271617497456765,genus,0,0,0,0,0,0,0,0,0,0,0,0,203030,69,d__Eukaryota,3792034,1173,3197,3998261,1243
TARA_PSE_MAG_00028.fa,0,0,0,0,3087,1,0,0,0,0,0,0,,0.9974863845831587,0.936078431372549,genus,2465114,100,2465114,100,2462027,99,2465114,100,2465114,100,2465114,100,0,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854,43725,6,3087,2537395,112
TARA_RED_MAG_00075.fa,3052,1,3052,1,3052,1,3052,1,3052,1,0,0,,0.9918588873812755,0.8490783410138248,genus,821020,19,821020,19,821020,19,821020,19,821020,19,824072,20,0,0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002723415;g__GCA-002723415,7126,2,3052,831198,22
TARA_PON_MAG_00031.fa,0,0,3049,1,3049,1,3049,1,0,0,0,0,,0.9947289156626506,0.7671865973425765,genus,1225845,206,1222796,205,1222796,205,1222796,205,1225845,206,1225845,206,26594,9,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11,191910,46,3049,1776304,349
TARA_RED_MAG_00098.fa,2872,1,2872,1,2872,1,2872,1,2872,1,2872,1,,0.9959266802443992,0.6656122910076819,genus,1562478,225,1562478,225,1562478,225,1562478,225,1562478,225,1562478,225,25435,8,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,205011,55,2872,2227220,397
TARA_ANE_MAG_00007.fa,0,0,2754,1,2754,1,0,0,0,0,0,0,,0.998351195383347,0.9778315195485692,genus,2261773,231,2259019,230,2259019,230,2261773,231,2261773,231,2261773,231,17119,5,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium,3052,1,2754,2448482,282
TARA_IOS_MAG_00044.fa,2715,1,2715,1,2715,1,2715,1,2715,1,2715,1,,0.9980013324450366,0.6662228140257435,genus,1698565,194,1698565,194,1698565,194,1698565,194,1698565,194,1698565,194,18365,5,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,201440,47,2715,2267338,323
TARA_ANW_MAG_00084.fa,2706,1,2706,1,2706,1,2706,1,2706,1,2706,1,,1.0,0.0014998125234345708,genus,0,0,0,0,0,0,0,0,0,0,0,0,128306,46,d__Eukaryota,2546062,826,2706,2677074,873
TARA_ASW_MAG_00020.fa,0,0,2695,1,2695,1,0,0,0,0,0,0,,0.9962894248608535,0.7612994350282486,genus,621595,61,618900,60,618900,60,621595,61,621595,61,621595,61,3001,1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002708145,59744,7,2695,734295,79
TARA_PSE_MAG_00100.fa,2614,1,2614,1,2614,1,2614,1,0,0,0,0,,0.99812382739212,0.5970873786407767,genus,1268112,240,1268112,240,1268112,240,1268112,240,1270726,241,1270726,241,42317,14,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira,294161,71,2614,2687641,607
TARA_ASE_MAG_00010.fa,0,0,0,0,2593,1,0,0,0,0,0,0,,0.9983164983164983,0.5737282678686413,genus,1796969,288,1796969,288,1794376,287,1796969,288,1796969,288,1796969,288,41240,14,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544,789445,160,2593,3184547,598
TARA_IOS_MAG_00031.fa,0,0,2538,1,2538,1,0,0,0,0,0,0,,0.9962034927866363,0.8916723087339201,genus,1293903,153,1291365,152,1291365,152,1293903,153,1293903,153,1293903,153,7669,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625,25361,6,2538,1474611,200
TARA_PSW_MAG_00077.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.4673076923076923,genus,797803,108,797803,108,797803,108,797803,108,797803,108,797803,108,19454,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100,525147,108,0,1568171,266
TARA_ION_MAG_00071.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ANE_MAG_00082.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.375609756097561,0.070109439124487,none,0,0,0,0,0,0,0,0,0,0,0,0,43057,14,,2364134,473,0,2907096,589
TARA_RED_MAG_00009.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9964850615114236,0.6458569807037458,genus,841842,45,841842,45,841842,45,841842,45,841842,45,841842,45,0,0,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__GCA-002715585,51059,9,0,930732,61
TARA_IOS_MAG_00040.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.75,0.006600660066006601,none,0,0,0,0,0,0,0,0,0,0,0,0,2616,1,,1119565,226,0,1148126,233
TARA_PSW_MAG_00071.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00068.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9612403100775194,0.10278884462151394,none,0,0,0,0,0,0,0,0,0,0,0,0,10374,3,,471260,68,0,1330506,140
TARA_PSW_MAG_00097.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7855978260869565,genus,2787724,383,2787724,383,2787724,383,2787724,383,2787724,383,2787724,383,38815,12,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721,99239,25,0,3564951,583
TARA_ION_MAG_00054.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.005226480836236934,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,534200,49,0,593001,52
TARA_PSE_MAG_00025.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_IOS_MAG_00045.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9988814317673378,0.7982142857142858,genus,1016658,106,1016658,106,1016658,106,1016658,106,1016658,106,1016658,106,2819,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum,30349,7,0,1184019,149
TARA_IOS_MAG_00013.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00022.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9987220447284345,0.8665559246954596,genus,1749064,21,1749064,21,1749064,21,1749064,21,1749064,21,1749064,21,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__TMED69,59796,2,0,1808860,23
TARA_PSW_MAG_00024.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7,0.006180469715698393,none,0,0,0,0,0,0,0,0,0,0,0,0,2544,1,,1500825,114,0,1569057,117
TARA_IOS_MAG_00049.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.40667361835245047,genus,717066,121,717066,121,717066,121,717066,121,717066,121,717066,121,27026,10,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA1268,776381,194,0,1938880,421
TARA_ASW_MAG_00046.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ANE_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6595744680851063,0.03993203058623619,none,0,0,0,0,0,0,0,0,0,0,0,0,4177,1,,764584,81,0,1200065,116
TARA_MED_MAG_00055.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5733333333333334,genus,1007477,60,1007477,60,1007477,60,1007477,60,1007477,60,1007477,60,0,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__UBA1859,285227,36,0,1381381,107
TARA_PSE_MAG_00085.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.007763975155279503,none,0,0,0,0,0,0,0,0,0,0,0,0,3917,1,,588100,100,0,618894,105
TARA_MED_MAG_00069.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.001386001386001386,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1448136,139,0,1485384,141
TARA_ASW_MAG_00045.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00112.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6,0.019704433497536946,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,902243,114,0,977435,122
TARA_ANW_MAG_00042.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5714285714285714,0.028501628664495113,none,0,0,0,0,0,0,0,0,0,0,0,0,10752,3,,1185653,138,0,1263428,151
TARA_IOS_MAG_00056.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5945945945945946,0.028951486697965573,none,0,0,0,0,0,0,0,0,0,0,0,0,28927,9,,1226729,267,0,1337953,292
TARA_ANW_MAG_00023.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9973992197659298,0.5285223367697595,genus,1132250,88,1132250,88,1132250,88,1132250,88,1132250,88,1132250,88,3508,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__BACL11,157633,24,0,1467503,147
TARA_PON_MAG_00008.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.979957805907173,genus,1896475,64,1896475,64,1896475,64,1896475,64,1896475,64,1896475,64,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__UBA2521,7401,2,0,1922892,70
TARA_PSE_MAG_00087.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6521739130434783,genus,581806,95,581806,95,581806,95,581806,95,581806,95,581806,95,9650,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA7916;g__UBA7916,294899,63,0,993227,186
TARA_ANW_MAG_00055.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.993993993993994,0.6093321134492223,genus,676827,112,676827,112,676827,112,676827,112,676827,112,676827,112,24988,9,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2963;f__UBA2963;g__UBA2963,136264,35,0,1123121,226
TARA_ANE_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8685208596713021,genus,1440339,100,1440339,100,1440339,100,1440339,100,1440339,100,1440339,100,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__GCA-2699365,76830,17,0,1602643,140
TARA_ION_MAG_00035.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0911854103343465,none,0,0,0,0,0,0,0,0,0,0,0,0,15666,5,,740262,136,0,1319630,217
TARA_MED_MAG_00113.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5714285714285714,0.00875,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,450990,15,0,753160,20
TARA_PSW_MAG_00057.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8850653819683414,genus,1391543,23,1391543,23,1391543,23,1391543,23,1391543,23,1391543,23,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1,33017,2,0,1441360,29
TARA_RED_MAG_00087.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.873015873015873,0.04262516914749662,none,0,0,0,0,0,0,0,0,0,0,0,0,20157,6,,1178752,233,0,1483655,289
TARA_ION_MAG_00043.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7225274725274725,genus,1866229,163,1866229,163,1866229,163,1866229,163,1866229,163,1866229,163,10411,3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,254605,44,0,2210280,231
TARA_IOS_MAG_00024.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6666666666666666,0.01644736842105263,none,0,0,0,0,0,0,0,0,0,0,0,0,3067,1,,790570,85,0,895557,94
TARA_PON_MAG_00055.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6719101123595506,genus,1086006,180,1086006,180,1086006,180,1086006,180,1086006,180,1086006,180,18334,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,441959,99,0,1781940,345
TARA_ION_MAG_00060.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00111.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00032.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5963237893248498,genus,1975154,87,1975154,87,1975154,87,1975154,87,1975154,87,1975154,87,0,0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA1511,744131,48,0,2853715,146
TARA_ANE_MAG_00049.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.4444444444444444,0.009287925696594427,none,0,0,0,0,0,0,0,0,0,0,0,0,2535,1,,934815,135,0,989609,143
TARA_ASE_MAG_00017.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.25,0.033287101248266296,none,0,0,0,0,0,0,0,0,0,0,0,0,14572,5,,599891,150,0,713096,173
TARA_ANE_MAG_00017.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.2857142857142857,0.016646848989298454,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,539905,22,0,853034,32
TARA_ASW_MAG_00001.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8790178571428572,genus,2213898,74,2213898,74,2213898,74,2213898,74,2213898,74,2213898,74,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434,43552,7,0,2270481,83
TARA_MED_MAG_00094.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.00726552179656539,none,0,0,0,0,0,0,0,0,0,0,0,0,11616,3,,1440675,266,0,1502839,277
TARA_PSE_MAG_00044.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.03209812108559499,none,0,0,0,0,0,0,0,0,0,0,0,0,15004,4,,2952832,319,0,3800051,380
TARA_MED_MAG_00081.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9984756097560976,0.845360824742268,genus,703736,15,703736,15,703736,15,703736,15,703736,15,703736,15,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A,27938,2,0,731674,17
TARA_PSE_MAG_00033.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9984152139461173,0.4569152787834902,genus,1259880,43,1259880,43,1259880,43,1259880,43,1259880,43,1259880,43,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-002701365,83525,13,0,1412137,64
TARA_PSE_MAG_00055.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9186578546009151,genus,1535321,262,1535321,262,1535321,262,1535321,262,1535321,262,1535321,262,27841,8,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985,37791,9,0,1963282,374
TARA_ANE_MAG_00019.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9943019943019943,0.7718526663001649,genus,1730195,83,1730195,83,1730195,83,1730195,83,1730195,83,1730195,83,3412,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2,67930,16,0,1848764,110
TARA_IOS_MAG_00027.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9994562262098967,0.8748810656517603,genus,1737989,263,1737989,263,1737989,263,1737989,263,1737989,263,1737989,263,30397,10,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA11606,41996,11,0,2156714,377
TARA_PSW_MAG_00064.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5303589399530358,genus,1860247,242,1860247,242,1860247,242,1860247,242,1860247,242,1860247,242,28123,7,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151,322987,81,0,3020418,521
TARA_PSE_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0011823825007389892,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2711755,17,0,3399122,20
TARA_PSE_MAG_00088.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.375,0.008368200836820083,none,0,0,0,0,0,0,0,0,0,0,0,0,35579,12,,970516,228,0,1023053,244
TARA_PSW_MAG_00011.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00002.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9599184782608695,genus,1421073,34,1421073,34,1421073,34,1421073,34,1421073,34,1421073,34,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78,5560,2,0,1431420,37
TARA_ANE_MAG_00087.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9976303317535545,0.7766871165644171,genus,2200808,378,2200808,378,2196291,377,2200808,378,2200808,378,2200808,378,48705,16,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_A,342557,75,0,3171046,630
TARA_PON_MAG_00013.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9928466438020578,genus,10071309,242,10071309,242,10071309,242,10071309,242,10071309,242,10071309,242,0,0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777,30872,7,0,10152466,260
TARA_IOS_MAG_00053.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.008174386920980926,none,0,0,0,0,0,0,0,0,0,0,0,0,9324,3,,610587,99,0,704182,108
TARA_ION_MAG_00018.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.013871374527112233,none,0,0,0,0,0,0,0,0,0,0,0,0,3928,1,,619240,51,0,779316,62
TARA_PSE_MAG_00084.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.005082592121982211,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,606054,37,0,749413,41
TARA_ANE_MAG_00054.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.004291845493562232,none,0,0,0,0,0,0,0,0,0,0,0,0,16773,5,,892945,158,0,932675,167
TARA_RED_MAG_00120.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9977888336097291,0.8036428254109285,genus,1467558,301,1467558,301,1467558,301,1467558,301,1467558,301,1467558,301,57573,19,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__GCA-002724215;g__GCA-2724215,75636,22,0,2288213,535
TARA_MED_MAG_00052.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7939168218497827,genus,1382729,74,1382729,74,1382729,74,1382729,74,1382729,74,1382729,74,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455,204412,11,0,1678367,107
TARA_MED_MAG_00067.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6519790888722927,genus,1274192,25,1274192,25,1274192,25,1274192,25,1274192,25,1274192,25,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377,15241,2,0,1295446,28
TARA_PSE_MAG_00045.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9924528301886792,0.3337531486146096,genus,859897,78,859897,78,859897,78,859897,78,859897,78,859897,78,5419,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__GCA-2725445,197837,43,0,1519890,195
TARA_RED_MAG_00096.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7869415807560137,0.14434523809523808,none,0,0,0,0,0,0,0,0,0,0,0,0,24901,8,,1287298,261,0,2055416,445
TARA_PSW_MAG_00101.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9942748091603053,0.7809239940387481,genus,1026764,126,1026764,126,1026764,126,1026764,126,1026764,126,1026764,126,2986,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K2,129607,20,0,1348179,190
TARA_RED_MAG_00113.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0016253555465258025,none,0,0,0,0,0,0,0,0,0,0,0,0,40163,12,,2451392,529,0,2497024,542
TARA_MED_MAG_00121.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.90625,0.01848642403235124,none,0,0,0,0,0,0,0,0,0,0,0,0,30691,11,,1607749,349,0,1782252,385
TARA_PSW_MAG_00073.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7843137254901961,0.04815864022662889,none,0,0,0,0,0,0,0,0,0,0,0,0,8393,3,,925295,142,0,1142874,172
TARA_ANE_MAG_00005.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8858202802967848,genus,2333922,97,2333922,97,2333922,97,2333922,97,2333922,97,2333922,97,2592,1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589,13423,4,0,2402163,115
