genome,filter_at,override_filter_at,total_bad_bp,superkingdom_bad_bp,phylum_bad_bp,class_bad_bp,order_bad_bp,family_bad_bp,genus_bad_bp,f_ident,f_major,lineage,comment
TARA_ASW_MAG_00036.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00014.fa,genus,,0,0,0,0,0,0,0,1.0,0.838,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04,
TARA_PON_MAG_00069.fa,none,,0,0,0,0,0,0,0,0.0,0.00459,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00094.fa,genus,,0,0,0,0,0,0,0,0.998,0.7,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola,
TARA_MED_MAG_00064.fa,genus,,0,0,0,0,0,0,0,1.0,0.885,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25,
TARA_ANE_MAG_00059.fa,genus,,0,0,0,0,0,0,0,0.998,0.646,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA11606,
TARA_MED_MAG_00070.fa,genus,,0,0,0,0,0,0,0,1.0,0.863,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58,
TARA_ANE_MAG_00016.fa,none,,0,0,0,0,0,0,0,1.0,0.00712,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00123.fa,none,,0,0,0,0,0,0,0,0.952,0.0309,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00072.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANE_MAG_00099.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00002.fa,genus,,0,0,0,0,0,0,0,1.0,0.893,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285,
TARA_PSW_MAG_00017.fa,none,,0,0,0,0,0,0,0,0.859,0.141,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00126.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00004.fa,none,,0,0,0,0,0,0,0,0.977,0.0857,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00036.fa,none,,0,0,0,0,0,0,0,1.0,0.00636,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00066.fa,none,,0,0,0,0,0,0,0,0.0,0.00176,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_MED_MAG_00100.fa,none,,0,0,0,0,0,0,0,1.0,0.0117,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00048.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00019.fa,none,,0,0,0,0,0,0,0,0.5,0.0196,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00020.fa,none,,0,0,0,0,0,0,0,0.368,0.01,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00018.fa,none,,0,0,0,0,0,0,0,1.0,0.0112,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00022.fa,genus,,0,0,0,0,0,0,0,1.0,0.993,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter,
TARA_ION_MAG_00012.fa,none,,0,0,0,0,0,0,0,0.857,0.0212,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00063.fa,genus,,0,0,0,0,0,0,0,1.0,0.7,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042,
TARA_ANW_MAG_00052.fa,genus,,0,0,0,0,0,0,0,1.0,0.741,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B,
TARA_RED_MAG_00006.fa,genus,,0,0,0,0,0,0,0,1.0,0.549,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544,
TARA_RED_MAG_00091.fa,none,,0,0,0,0,0,0,0,0.808,0.0226,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00031.fa,genus,,0,0,0,0,0,0,0,1.0,0.527,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7451,
TARA_MED_MAG_00089.fa,none,,0,0,0,0,0,0,0,1.0,0.00227,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00054.fa,none,,0,0,0,0,0,0,0,0.667,0.0115,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00005.fa,none,,0,0,0,0,0,0,0,0.228,0.0649,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00086.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00095.fa,none,,0,0,0,0,0,0,0,0.723,0.0235,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00065.fa,none,,0,0,0,0,0,0,0,1.0,0.00111,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00099.fa,genus,,0,0,0,0,0,0,0,0.999,0.828,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245,
TARA_IOS_MAG_00077.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_RED_MAG_00078.fa,none,,0,0,0,0,0,0,0,1.0,0.00866,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00023.fa,genus,,0,0,0,0,0,0,0,1.0,0.311,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A,
TARA_ASE_MAG_00019.fa,none,,0,0,0,0,0,0,0,0.372,0.0204,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_SOC_MAG_00006.fa,genus,,0,0,0,0,0,0,0,1.0,0.913,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a,
TARA_ION_MAG_00023.fa,genus,,0,0,0,0,0,0,0,0.999,0.886,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,
TARA_PSW_MAG_00040.fa,genus,,0,0,0,0,0,0,0,1.0,0.909,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830,
TARA_ANE_MAG_00064.fa,none,,0,0,0,0,0,0,0,1.0,0.0111,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00021.fa,genus,,0,0,0,0,0,0,0,1.0,0.875,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA729;g__UBA729,
TARA_PSW_MAG_00127.fa,genus,,0,0,0,0,0,0,0,1.0,0.394,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,
TARA_ANE_MAG_00037.fa,genus,,0,0,0,0,0,0,0,0.999,0.679,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter,
TARA_ION_MAG_00066.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ASW_MAG_00038.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ION_MAG_00026.fa,genus,,0,0,0,0,0,0,0,0.993,0.437,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985,
TARA_PON_MAG_00081.fa,none,,0,0,0,0,0,0,0,0.588,0.0531,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00108.fa,none,,0,0,0,0,0,0,0,1.0,0.0147,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00039.fa,genus,,0,0,0,0,0,0,0,1.0,0.832,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20,
TARA_MED_MAG_00016.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PON_MAG_00009.fa,genus,,0,0,0,0,0,0,0,1.0,0.957,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A,
TARA_ANE_MAG_00091.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_IOS_MAG_00073.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ION_MAG_00004.fa,genus,,0,0,0,0,0,0,0,1.0,0.528,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter,
TARA_PSW_MAG_00103.fa,genus,,0,0,0,0,0,0,0,0.997,0.721,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2715565,
TARA_PSE_MAG_00031.fa,none,,0,0,0,0,0,0,0,0.0,0.00291,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ION_MAG_00057.fa,none,,0,0,0,0,0,0,0,1.0,0.0218,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00001.fa,genus,,0,0,0,0,0,0,0,0.998,0.888,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA1977;g__UBA1977,
TARA_MED_MAG_00129.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_RED_MAG_00057.fa,genus,,0,0,0,0,0,0,0,1.0,0.736,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA2970,
TARA_ASW_MAG_00029.fa,genus,,0,0,0,0,0,0,0,0.973,0.448,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D,
TARA_ASE_MAG_00027.fa,none,,0,0,0,0,0,0,0,0.909,0.0984,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00106.fa,genus,,0,0,0,0,0,0,0,1.0,0.751,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366,
TARA_PSE_MAG_00125.fa,none,,0,0,0,0,0,0,0,0.795,0.0519,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00013.fa,genus,,0,0,0,0,0,0,0,0.998,0.911,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,
TARA_ION_MAG_00055.fa,genus,,0,0,0,0,0,0,0,0.998,0.672,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944,
TARA_PSE_MAG_00026.fa,genus,,0,0,0,0,0,0,0,0.999,0.962,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Arsukibacterium,
TARA_RED_MAG_00089.fa,none,,0,0,0,0,0,0,0,0.0,0.0083,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_PON_MAG_00086.fa,none,,0,0,0,0,0,0,0,0.985,0.0305,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00076.fa,none,,0,0,0,0,0,0,0,0.0,0.0069,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00023.fa,genus,,0,0,0,0,0,0,0,0.999,0.866,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479,
TARA_ANW_MAG_00074.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00130.fa,genus,,0,0,0,0,0,0,0,1.0,0.85,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Bermanella,
TARA_ANE_MAG_00002.fa,genus,,0,0,0,0,0,0,0,1.0,0.996,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__TMED2;g__TMED2,
TARA_ASE_MAG_00037.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_IOS_MAG_00039.fa,genus,,0,0,0,0,0,0,0,1.0,0.745,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1,
TARA_IOS_MAG_00047.fa,genus,,0,0,0,0,0,0,0,0.994,0.617,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1,
TARA_MED_MAG_00092.fa,none,,0,0,0,0,0,0,0,0.348,0.0162,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00023.fa,genus,,0,0,0,0,0,0,0,0.988,0.913,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1926,
TARA_PON_MAG_00002.fa,genus,,0,0,0,0,0,0,0,1.0,0.999,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA3534;g__UBA3534,
TARA_ANE_MAG_00013.fa,genus,,0,0,0,0,0,0,0,0.999,0.803,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663,
TARA_MED_MAG_00011.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00038.fa,genus,,0,0,0,0,0,0,0,1.0,0.86,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,
TARA_PSE_MAG_00017.fa,none,,0,0,0,0,0,0,0,1.0,0.00567,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00026.fa,genus,,0,0,0,0,0,0,0,1.0,0.896,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter,
TARA_RED_MAG_00111.fa,genus,,0,0,0,0,0,0,0,1.0,0.78,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675,
TARA_RED_MAG_00035.fa,none,,0,0,0,0,0,0,0,1.0,0.0136,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00019.fa,genus,,0,0,0,0,0,0,0,0.999,0.527,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__GCA-2716065,
TARA_SOC_MAG_00002.fa,genus,,0,0,0,0,0,0,0,0.99,0.673,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_A,
TARA_IOS_MAG_00069.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00042.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANW_MAG_00014.fa,genus,,0,0,0,0,0,0,0,1.0,0.948,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668,
TARA_IOS_MAG_00028.fa,genus,,0,0,0,0,0,0,0,0.999,0.868,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974,
TARA_PON_MAG_00088.fa,none,,0,0,0,0,0,0,0,0.6,0.00639,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00039.fa,none,,0,0,0,0,0,0,0,0.962,0.0937,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00028.fa,genus,,0,0,0,0,0,0,0,1.0,0.92,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Alkalispirochaetaceae;g__Alkalispirochaeta,
TARA_MED_MAG_00122.fa,none,,0,0,0,0,0,0,0,0.3,0.0117,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00018.fa,genus,,0,0,0,0,0,0,0,1.0,0.634,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__TMED123,
TARA_ANE_MAG_00061.fa,none,,0,0,0,0,0,0,0,0.333,0.0124,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00016.fa,none,,0,0,0,0,0,0,0,0.0,0.00468,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ASE_MAG_00025.fa,none,,0,0,0,0,0,0,0,0.318,0.0473,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00047.fa,genus,,0,0,0,0,0,0,0,0.999,0.838,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,
TARA_PSW_MAG_00059.fa,genus,,0,0,0,0,0,0,0,0.998,0.681,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2720125,
TARA_RED_MAG_00051.fa,genus,,0,0,0,0,0,0,0,1.0,0.346,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__GCA-002707905,
TARA_IOS_MAG_00035.fa,none,,0,0,0,0,0,0,0,1.0,0.00125,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00026.fa,genus,,0,0,0,0,0,0,0,1.0,0.22,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,
TARA_ANE_MAG_00101.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00130.fa,genus,,0,0,0,0,0,0,0,1.0,0.692,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,
TARA_ANW_MAG_00031.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ION_MAG_00050.fa,none,,0,0,0,0,0,0,0,0.833,0.0122,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00038.fa,none,,0,0,0,0,0,0,0,1.0,0.00195,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00044.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00033.fa,none,,0,0,0,0,0,0,0,0.0,0.00112,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_RED_MAG_00110.fa,genus,,0,0,0,0,0,0,0,0.998,0.94,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615,
TARA_MED_MAG_00009.fa,genus,,0,0,0,0,0,0,0,1.0,0.847,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207,
TARA_PSW_MAG_00043.fa,genus,,0,0,0,0,0,0,0,1.0,0.868,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3,
TARA_ANW_MAG_00003.fa,genus,,0,0,0,0,0,0,0,0.997,0.982,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__GCA-2700365,
TARA_MED_MAG_00077.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00069.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_IOS_MAG_00061.fa,genus,,0,0,0,0,0,0,0,1.0,0.576,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus,
TARA_ASE_MAG_00018.fa,genus,,0,0,0,0,0,0,0,0.997,0.645,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia,
TARA_PON_MAG_00049.fa,genus,,0,0,0,0,0,0,0,0.999,0.815,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3,
TARA_IOS_MAG_00017.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ASW_MAG_00017.fa,none,,0,0,0,0,0,0,0,0.767,0.0172,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00058.fa,genus,,0,0,0,0,0,0,0,0.998,0.253,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087,
TARA_ANE_MAG_00058.fa,genus,,0,0,0,0,0,0,0,1.0,0.809,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002705045,
TARA_PON_MAG_00070.fa,none,,0,0,0,0,0,0,0,1.0,0.00472,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00055.fa,genus,,0,0,0,0,0,0,0,0.98,0.482,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia,
TARA_ANW_MAG_00067.fa,genus,,0,0,0,0,0,0,0,1.0,0.721,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__GCA-002724215;g__GCA-2693325,
TARA_PSE_MAG_00063.fa,none,,0,0,0,0,0,0,0,0.0,0.00302,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_MED_MAG_00142.fa,genus,,0,0,0,0,0,0,0,1.0,0.667,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas,
TARA_PSE_MAG_00099.fa,genus,,0,0,0,0,0,0,0,1.0,0.909,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10,
TARA_ANE_MAG_00038.fa,genus,,0,0,0,0,0,0,0,0.999,0.583,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,
TARA_IOS_MAG_00070.fa,none,,0,0,0,0,0,0,0,0.757,0.101,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00047.fa,none,,0,0,0,0,0,0,0,1.0,0.00146,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00034.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00077.fa,genus,,0,0,0,0,0,0,0,0.962,0.63,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium,
TARA_ANW_MAG_00022.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00091.fa,genus,,0,0,0,0,0,0,0,0.999,0.79,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23,
TARA_IOS_MAG_00057.fa,genus,,0,0,0,0,0,0,0,1.0,0.78,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151,
TARA_PSE_MAG_00075.fa,none,,0,0,0,0,0,0,0,0.5,0.0118,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00124.fa,none,,0,0,0,0,0,0,0,0.988,0.158,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00124.fa,none,,0,0,0,0,0,0,0,0.5,0.00798,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00116.fa,genus,,0,0,0,0,0,0,0,1.0,0.981,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009,
TARA_MED_MAG_00047.fa,genus,,0,0,0,0,0,0,0,1.0,0.926,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858,
TARA_MED_MAG_00099.fa,none,,0,0,0,0,0,0,0,0.0,0.00452,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ANE_MAG_00033.fa,none,,0,0,0,0,0,0,0,0.939,0.0321,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00044.fa,genus,,0,0,0,0,0,0,0,1.0,0.264,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3,
TARA_MED_MAG_00096.fa,none,,0,0,0,0,0,0,0,0.765,0.0215,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00005.fa,genus,,0,0,0,0,0,0,0,0.999,0.942,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672,
TARA_PON_MAG_00024.fa,genus,,0,0,0,0,0,0,0,0.999,0.991,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA2161,
TARA_ASE_MAG_00009.fa,genus,,0,0,0,0,0,0,0,0.993,0.874,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,
TARA_ANW_MAG_00056.fa,genus,,0,0,0,0,0,0,0,1.0,0.296,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,
TARA_ION_MAG_00036.fa,none,,0,0,0,0,0,0,0,1.0,0.00172,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00032.fa,none,,0,0,0,0,0,0,0,1.0,0.0241,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00030.fa,none,,0,0,0,0,0,0,0,0.987,0.019,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
